jrsj（接入时间）|jgdm（机构代码）|jgmc（机构名称）|jglx（机构类型）|fddbr（法人代表）|jyfw（经营范围）|jjhy（经济行业）|jjlx（经济类型）|zcrq（注册日期）|pzjgdm（批准机构代码）|xzqh（行政区划）|jgdz（机构地址）|yzbm（邮政编码）|dhhm（电话号码）|bzrq（办证日期）|zfrq（作废日期）|bzjgdm（办证机构代码）|zczj（注册资金）|hbzl（货币种类）|wftzg（外方投资国）|zgrs（职工人数）|bgrq（变更日期）|zchm（注册号码）|zgjg（主管机构）|pzjg（批准机构）|zj（主键）|jj（简介）
2018-12-08 17:23:24|1318800|武汉晴川学院|综合类||民办|教育||2006||武汉市|湖北省武汉市东湖高新技术开发区中华科技产业园玉屏大道9号|430204|027-87934566,027-87934577||||||||2019-03-28 00:00:16||湖北省教育厅|湖北省教育厅||武汉晴川学院的前身为百年名校武汉大学举办的武汉大学珞珈学院。2016年4月，学校更名为“武汉晴川学院”，是经教育部批准设立的普通本科高校。学校位于武汉东湖新技术开发区光谷中
2018-12-08 17:23:23|1357800|河北工程大学科信学院|理工类||民办|教育||2003||邯郸市|河北省邯郸市光明南大街199号|056038|0310-8579060,0310-8579065||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||河北工程大学科信学院，是依托省属骨干大学——河北工程大学举办，2001年7月经河北省人民政府批准成立的一所全日制本科层次的独立学院。2003年12月教育部予以确认。2005年，学院以优异
2018-12-08 17:23:24|1389600|天津师范大学津沽学院|综合类||民办|教育||2005||天津市|天津市西青区宾水西道393号|300387|022-23766422,022-23766704||||||||2019-03-28 00:00:16||天津市教育委员会|天津市教育委员会||天津师范大学津沽学院是经国家教育部批准、按照新型办学模式和运行机制举办的全日制本科层次独立学院。学院地处天津市第三高教区，坐落于天津师范大学校区内，共享母体校优质的教
2018-12-08 17:23:22|1340200|河北外国语学院|语言类||民办|教育||1998||石家庄市|石家庄市红旗南大街汇丰西路29号|050091|0311-85237026,0311-85237011||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||河北外国语学院是经国家教育部正式批准的河北省唯一一所独立设制的本科外国语大学，学院以“办产业中的专业,学专业里的外语”为原则设置专业，以“以专业公司化服务外包”为原则建
2018-12-08 17:23:25|1427800|广东第二师范学院|师范类||公办|教育||1955||广州市|海珠校区：广州市海珠区新港中路351号；花都校区：广州市花都区迎宾大道西30号|510303|020-34113327,020-34113555||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||广东第二师范学院前身为1955年创办的广东教育行政学院，1960年更名为广东教育学院，同年，广东工农师范学院并入。1970年停办，主体下放至肇庆地区新兴县,先后创办了肇庆地区师范学校和
2018-12-08 17:23:24|1394500|西安铁路职业技术学院|理工类||公办|教育||1956||西安市|西安市自强西路133号|710014|029-82150253,029-82150309||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||西安铁路职业技术学院是西安市人民政府主办的全日制普通高等职业院校，是陕西省示范性高职院校、国家优质高职院校建设单位、陕西省一流高职院校建设单位。学校创建于1956年，由隶属
2018-12-08 17:23:23|1013800|赤峰学院|综合类||公办|教育||2003||赤峰市|内蒙古自治区赤峰市红山区迎宾路1号|024000|0476-8300205,0476-8300206||||||||2019-03-28 00:00:16||内蒙古自治区教育厅|内蒙古自治区教育厅||赤峰学院是2003年经国家教育部批准，由具有60多年办学历史、在社会上享有良好声誉的赤峰民族师范高等专科学校与赤峰教育学院、内蒙古广播电视大学赤峰分校、赤峰卫生学校、内蒙古幼
2018-12-08 17:23:23|1324700|湖北商贸学院|财经类||民办|教育||1995||武汉市|武汉校区，湖北省武汉市洪山区雄楚大街634号；咸宁校区，咸宁市横温路|430079|027-82666063,027-87786825,027-87786820||||||||2019-03-28 12:19:29||湖北省教育厅|湖北省教育厅||湖北商贸学院是经国家教育部批准成立的全日制普通本科高等院校。学校占地1300多亩，建筑面积逾42万平方米，是一所集经、管、艺、文、工等多学科协调发展的综合性大学。设有二级教学
2018-12-08 17:23:23|1148300|浙江警察学院|政法类||公办|教育||1949||杭州市|||||||||||2019-03-28 00:00:16||浙江省教育厅|浙江省教育厅||浙江警察学院是一所培养公安高等应用人才，实行警务化管理的全日制本科院校。前身为浙江省公安干部学校;1978年开始中专学历教育;1982年中专学历教育单独划出，建立浙江省人民警察学校
2018-12-08 17:23:23|1366200|东北师范大学人文学院|综合类||民办|教育||1988||长春市|吉林省长春市净月国家高新技术产业开发区博硕路1488号|130117|0431-84537149,0431-84537195||||||||2019-03-28 00:00:16||吉林省教育厅|吉林省教育厅||东北师范大学人文学院创建于1988年，前身是吉林省对外语言文化交流中心。2004年2月，经教育部批准，正式建立东北师范大学人文学院，是一所本科层次的民办高等学校。全国优秀教育工作
2018-12-08 17:23:21|1068700|红河学院|综合类||公办|教育||1978||红河哈尼族彝族自治州|云南省红河州蒙自县|661199|0873-3694008,0873-3694008||||||||2019-03-28 00:00:16||云南省教育厅|云南省教育厅||红河学院的前身是创建于1978年的蒙自师范专科学校，2003年4月，经教育部批准，由蒙自师范高等专科学校和云南广播电视大学红河分校合并组建成红河学院，是一所云南省省属公办综合性普
2018-12-08 17:23:21|1027800|上海音乐学院|艺术类||公办|教育||1927||上海市|上海市汾阳路20号|200031|021-64376411||||||||2019-03-28 00:00:16||上海市教育委员会|上海市教育委员会||上海音乐学院前身为国立音乐院，由蔡元培先生和萧友梅博士于1927年11月27日在上海创办，是我国第一所独立建制的高等专业音乐教育机构，1956年起改用现名。2000年，学院由文化部直属划转
2018-12-08 17:23:23|1350300|信阳学院|综合类||民办|教育||2003||信阳市|河南省信阳市南湖路237号|464000|0376-3083333,0376-3097777||||||||2019-03-28 00:00:16||河南省教育厅|河南省教育厅||信阳学院的前身为原信阳师范学院华锐学院，创办于2003年，2016年经教育部批准转设为全日制民办普通本科高校。学校位于大别山革命老区、“全国十佳宜居城市”信阳市，西邻“江淮明珠
2018-12-08 17:23:23|1180000|汉口学院|综合类||民办|教育||2000||武汉市|湖北省武汉市江夏区文化大道299号|430212|027-59410037,027-59410038,027-59410087||||||||2019-03-28 12:19:29||湖北省教育厅|湖北省教育厅||汉口学院是经教育部批准成立的多学科、综合性普通本科高等学校，前身为华中师范大学汉口分校。2011年，经教育部批准，学校成为全国首批由独立学院转设为普通本科高校的17所学校之一
2018-12-08 17:23:23|1381900|陕西警官职业学院|政法类||公办|教育||1953||西安市|陕西省西安市浐灞生态区启源二路1号|710021|029-68756878,029-68756872||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||陕西警官职业学院是陕西省人民政府举办、教育部备案的全日制高等职业院校，由陕西省公安厅主管，省教育厅按照国家有关政策规定进行业务指导。学院主要实施公安司法类高等职业学历
2018-12-08 17:23:21|1139000|玉溪师范学院|师范类||公办|教育||1978||玉溪市|云南省玉溪市红塔区凤凰路134号|653100|0877-2057041,0877-2050750||||||||2019-03-28 12:19:29||云南省教育厅|云南省教育厅||玉溪师范学院坐落于滇中著名的“中国十佳休闲宜居生态城市”、聂耳的故乡玉溪市。学校秉承“至真至善致美致用”的校训精神，根植玉溪、情系师范、以人为本、改革创新，为玉溪和周
2018-12-08 17:23:23|1139700|安康学院|综合类||公办|教育||1958||安康市|陕西省安康市汉滨区育才路92号|725000|0915-3261011||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||安康学院是安康市唯一一所省属全日制普通公办本科院校，以培养具有较高综合素质和创新精神的应用型人才为主要任务。其前身是创建于1958年的安康大学，1963年因国家经济困难停办，1978
2018-12-08 17:23:23|1420100|北京第二外国语学院中瑞酒店管理学院|语言类||民办|教育||2008||北京市|北京市大兴区庞各庄镇工业区田园路11号|102601|010-89283362||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||北京第二外国语学院中瑞酒店管理学院是2008年经教育部批准，实施本科层次学历教育的全日制普通高等学校。作为中国唯一获得瑞士洛桑酒店管理学院学术认证的大学，学院紧密围绕旅游酒
2018-12-08 17:23:23|1221300|南京森林警察学院|政法类||公办|教育||1941||南京市|江苏省南京市栖霞区仙林大学城文澜路28号|210023|025-85878735||||||||2019-03-28 12:19:29||国家林业局|国家林业局||南京森林警察学院是由国家林业局主管、与公安部共建的我国唯一一所承担着培养、输送高素质森林公安、森林消防专业人才，培训在职森林公安民警和森林防火指挥员，开展森林公安和森
2018-12-08 17:23:23|1323800|湖北工业大学工程技术学院|理工类||民办|教育||2002||武汉市|武汉市洪山区狮子山街南李路28-1号|430068|027-59751234,027-59750911||||||||2019-04-04 10:55:57||湖北省教育厅|湖北省教育厅||全国先进独立学院●全国教育改革创新示范(院)校●中国影响力“独立学院”●教育部—中兴通讯ICT产教融合创新实践基地●教育部--中软国际产学合作协同育人项目深度合作伙伴●国家职业
2018-12-08 17:23:23|1066900|凯里学院|师范类||公办|教育||1958||黔东南苗族侗族自治州|贵州省凯里经济开发区开元大道3号|556011|0855-8553376,0855-8510505||||||||2019-03-28 12:19:29||贵州省教育厅|贵州省教育厅||凯里学院坐落在被誉为“森林之州、歌舞之州、神奇之州”大美黔东南苗族侗族自治州州府凯里市。学校源于1958年成立的黔东南大学，校名几经更迭变迁，2006年经教育部批准升格为普通本
2018-12-08 17:23:23|1400800|重庆三峡医药高等专科学校|医药类||公办|教育||1951||重庆市|重庆市万州区百安坝天星路366号|404120|023-58556868,023-58556866||||||||2019-03-28 12:19:29||重庆市教育委员会|重庆市教育委员会||重庆三峡医药高等专科学校是教育部批准，重庆市人民政府举办，重庆市教委主管的普通高等学校，是三峡库区唯一独立设置的全日制医药卫生类高等院校。学校占地面积839亩，校舍面积42
2018-12-08 17:23:25|1912700|内蒙古科技大学包头医学院|医药类||民办|教育||2000||包头市|内蒙古包头市东河区建设路31号|014040|0472-7167734||||||||2019-04-26 19:05:29||内蒙古自治区教育厅|内蒙古自治区教育厅||包头医学院创建于1958年，是新中国在少数民族地区较早建立的一所普通高等医学本科院校。学校自1980年开始招收硕士研究生，1985年获得硕士学位授权资格单位。2008年接受教育部本科教学工
2018-12-08 17:23:23|1059900|右江民族医学院|医药类||公办|教育||1958||百色市|广西百色市城乡路98号|533000|0776-2853922,0776-2848860||||||||2019-03-28 12:19:29||广西壮族自治区教育厅|广西壮族自治区教育厅||右江民族医学院是广西壮族自治区直属全日制普通本科院校，位于广西百色市——邓小平同志领导的百色起义发源地。学校承担着本科生、研究生和留学生的培养，是广西、云南、贵州三省
2018-12-08 17:23:21|1096400|吉林外国语大学|语言类||民办|教育||1995||长春市|吉林省长春市净月国家高新技术产业开发区净月大街3658号|130117|0431-84533585,0431-84533588,0431-84533589||||||||2019-03-28 12:19:29||吉林省教育厅|吉林省教育厅||吉林华桥外国语学院是吉林省重点高校。学校创办于1995年;2003年被教育部批准为民办普通高等本科院校;2005年获得学士学位授予权并开始联合招收硕士研究生;2007年成为全国民办高校中第一所
2018-12-08 17:23:23|1390400|北京工业大学耿丹学院|综合类||民办|教育||2005||北京市|北京市顺义区牛栏山镇|101301|010-60413296,010-60413297||||||||2019-03-28 00:00:16||北京市教育委员会|北京市教育委员会||北京工业大学耿丹学院创办于2005年，是经国家教育部批准成立的一所全日制普通本科院校，学院以中国早期教育家、革命家、留英博士——耿丹烈士的名字命名。学院秉承“不以营利为目的
2018-12-08 17:23:24|1329200|中国计量大学现代科技学院|理工类||民办|教育||1999||杭州市|浙江省杭州市下沙高教园区|310018|0571-86836066||||||||2019-03-28 00:00:16||浙江省教育厅|浙江省教育厅||东海之滨，钱塘江畔，坐落着一所年轻而又充满活力的高等学校——中国计量大学现代科技学院。1999年经浙江省和国家质量监督检验检疫总局批准设立,2004年经国家教育部确认为独立学院，
2018-12-08 17:23:23|9005900|火箭军工程大学|军事类||公办|教育||2000||西安市|陕西省西安市|710025|029-84744019||||||||2019-04-08 17:08:04||解放军火箭军|解放军火箭军||第二炮兵工程大学地处历史文化名城、十三朝古都西安，距市中心约20公里，是我国唯一一所培养战略导弹部队指挥技术人才的高等军事院校，是全国全军重点院校，是军队“2110工程”重点
2018-12-08 17:23:24|1320800|沈阳城市建设学院|理工类||民办|教育||2000||沈阳市|辽宁省沈阳市东陵区白塔街380号|110167|024-31679946,024-31679948||||||||2019-03-28 12:19:29||辽宁省教育厅|辽宁省教育厅||沈阳城市建设学院，前身为沈阳建筑大学城市建设学院，成立于2000年7月，2013年经教育部批准转设为独立设置普通高校。学校是一所以培养应用型人才为主的全日制本科学校，现有在校本专
2018-12-08 17:23:24|1368100|陕西科技大学镐京学院|理工类||民办|教育||2004||咸阳市|陕西省西安西咸新区沣西新城统一大道|712046|029-33819850,029-33819851||||||||2019-03-28 00:00:16||陕西省教育厅|陕西省教育厅||陕西科技大学镐京学院是全国重点大学——陕西科技大学按照新机制、新模式与陕西斯卡雷.博德制衣有限公司合作举办的本科层次独立学院。学院成立于2004年，是陕西省首批设立的八所独
2018-12-08 17:23:23|1384300|南京师范大学泰州学院|师范类||民办|教育||2004||泰州市|江苏省泰州市海陵区济川东路96号|225300|0523-86152006,0523-86152007||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||南京师范大学泰州学院是一所于2004年6月经国家教育部批准成立的普通高校本科层次独立学院，由南京师范大学和泰州高教投资发展有限公司共同组建。2015年底成立了南京师范大学泰州学院
2018-12-08 17:23:24|1359900|大连艺术学院|艺术类||民办|教育||2000||大连市|辽宁省大连开发区同汇路19号|116600|0411-39256115,0411-39256116||||||||2019-03-28 12:19:29||辽宁省教育厅|辽宁省教育厅||
2018-12-08 17:23:21|1038000|巢湖学院|综合类||公办|教育||1977||合肥市|安徽省合肥巢湖经济开发区|238000|0551-82361303,0551-82361098||||||||2019-03-28 12:19:29||安徽省教育厅|安徽省教育厅||巢湖学院是安徽省属全日制普通本科院校。学校创建于1977年，前身是巢湖师范专科学校。2002年4月，经教育部批准，升格为本科院校，更名巢湖学院。2013年6月，学校顺利通过教育部本科教
2018-12-08 17:23:23|1360100|长春工业大学人文信息学院|理工类||民办|教育||1999||长春市|吉林省长春市净月国家高新技术产业开发区福祉大街（路）1016号|130117|0431-82684666||||||||2019-03-28 12:19:29||吉林省教育厅|吉林省教育厅||长春工业大学人文信息学院是1999年经原吉林省教育委员会批准，由长春工业大学和吉林省关心下一代工作委员会联合举办，具有高等学历教育招生资格的高等学校。2004年被教育部确认为普
2018-12-08 17:23:23|1012200|长治学院|综合类||公办|教育||1958||长治市|山西省长治市保宁门东街73号（北校区）：山西省长治市东环路中段96号（南校区）|046011|0355-2179651,0355-2178012||||||||2019-03-28 00:00:16||山西省教育厅|山西省教育厅||长治学院始建于1958年，前身为晋东南师范专科学校。2004年经教育部批准，升格为综合性全日制普通本科高等学校。现有普通本科生12500余人，生源遍及全国20个省(自治区)。在职教职工660余
2018-12-08 17:23:23|1133200|湖北警官学院|政法类||公办|教育||1949||武汉市|北校区：湖北省武汉市硚口区南泥湾大道99号;南校区：湖北省武汉市硚口区解放大道86号|430034|027-61630031,18007158361||||||||2019-03-28 00:00:16||湖北省教育厅|湖北省教育厅||湖北警官学院是我省唯一的省属公安本科院校，也是全国最早开办本科学历教育的两所省属公安本科院校之一。学院创办于1949年6月，历经干训、中专(1976年开始)、大专(1984年开始)、本科(2002
2018-12-08 17:23:23|9004700|中国人民解放军空军预警学院|军事类||公办|教育||2000||武汉市|湖北省武汉市汉口黄埔大街288号|430019|027-85965235,85965225,85990220||||||||2019-04-08 16:55:13||解放军空军|解放军空军||空军预警学院组建于1952年，原名空军雷达学院，2011年改建为空军预警学院。学院是全国唯一一所预警监视领域专门院校，全军唯一一所预警监视和电子对抗为主体学科专业的院校，是军队
2018-12-08 17:23:22|1144900|黑龙江职业学院|综合类||公办|教育||1948||哈尔滨市|哈尔滨市南岗区学府路5号（第一校区）；哈尔滨市双城区迎宾路162号（第二校区）|150080|0451-87501262,0451-53180694,0451-87501263||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||黑龙江职业学院始建于1948年，是教育部批准成立的公办全日制普通高等学校，主要从事高端技术技能人才培养，是省内办学规模最大、专业门类齐全、地理位置优越、师资力量雄厚的综合性
2018-12-08 17:23:23|1060900|百色学院|综合类||公办|教育||1938||百色市|广西壮族自治区百色市右江区中山二路21号|533000|0776-2848059,0776-2848088||||||||2019-05-24 20:30:19||自治区直属|自治区直属||百色学院是经教育部批准成立的一所自治区属全日制普通本科公办院校，至今已有81年不间断的办学历史。学校坐落于滇、黔、桂三省(区)中心城市——百色市，百色市东与首府南宁紧连，南
2018-12-08 17:23:25|1432500|南方科技大学|理工类||公办|教育||2011||深圳市|广东省深圳市南山区学苑大道1088 号|518055|0755-88010500,0755-88010507,0755-88010504||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||南方科技大学(简称南科大)是深圳在中国高等教育改革发展的宏观背景下，创建的一所高起点、高定位的公办创新型大学，它肩负着为我国高等教育改革发挥先导和示范作用的使命，并致力
2018-12-08 17:23:23|1271000|闽南理工学院|理工类||民办|教育||1998||泉州市|福建省泉州市石狮宝盖山风景区|362700|0595-83777777,0595-83677777||||||||2019-03-28 00:00:16||福建省教育厅|福建省教育厅||闽南理工学院是经国家教育部批准创办的以工学学科为主，兼有理学学科、管理学学科、经济学学科等多种学科协调发展，以光电技术应用为鲜明特色，光、机、电一体化为优势，具有独立
2018-12-08 17:23:24|1363500|长沙理工大学城南学院|理工类||民办|教育||2002||长沙市|湖南省长沙市天心区万家丽南路2段960号|410114|0731-85256175||||||||2019-03-28 00:00:16||湖南省教育厅|湖南省教育厅||长沙理工大学城南学院是经教育部批准由长沙理工大学按新机制、新模式与社会力量合作举办的本科层次的独立学院。学院座落在长沙理工大学美丽的金盆岭校区，具有得天独厚的资源优势
2018-12-08 17:23:23|1065400|四川音乐学院|艺术类||公办|教育||1939||成都市|锦江校区：成都市武侯区新生路6号;新都校区：成都市新都区蜀龙大道中段620号|610021|028-85430270,028-85430022||||||||2019-03-28 00:00:16||四川省教育厅|四川省教育厅||四川音乐学院，其前身是创建于1939年的“四川省立戏剧教育实验学校”，经历了“四川省立音乐实验学校”、“四川省立技艺专科学校”、“四川省立艺术专科学校”、“成都艺术专科学校
2018-12-08 17:23:23|1398600|江苏大学京江学院|综合类||民办|教育||1999||镇江市|镇江市学府路301号|212310|400-051-1903,0511-88780120||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||江苏大学京江学院(招生代码1845)是1999年成立的公有民办二级学院，2005年经教育部批准为由江苏大学和江苏大学教育发展基金会共同举办的独立学院。学院办学规模定为10000人，十三五规划办
2018-12-08 17:23:23|1060500|河池学院|综合类||公办|教育||1951||河池市|广西宜州市龙江路42号|546300|0778-3142339||||||||2019-03-28 00:00:16||广西壮族自治区教育厅|广西壮族自治区教育厅||河池学院是2003年4月经教育部批准成立的全日制普通本科学校，实行“自治区与河池市共建，以自治区为主”的办学体制，是自治区本级财政全额拨款事业单位。学校坐落在风景秀丽、交通
2018-12-08 17:23:22|1083100|顺德职业技术学院|综合类||公办|教育||1999||佛山市|佛山市顺德区大良德胜东路|528333|0757-22327131,0757-22327132,0757-22323732||||||||2019-03-28 00:00:16||广东省教育厅|广东省教育厅||顺德职业技术学院成立于1999年3月，是经国家教育部批准成立、广东省人民政府领导管理、省市共建、顺德区政府投资兴建的地方高职院校。经过多年的建设发展，学校已成为国家示范(骨干)
2018-12-08 17:23:24|1239700|湖南交通职业技术学院|理工类||公办|教育||1956||长沙市|湖南长沙黄兴镇湖南交通职业技术学院|410132|0731-88753240,0731-88753241,0731-82082092||||||||2019-03-28 12:19:29||湖南省教育厅|湖南省教育厅||湖南交通职业技术学院创建于1956年，前身为湖南省交通学校。1999年湖南省交通学校与湖南省交通干部学校合并，2001年经湖南省人民政府批准成立湖南交通职业技术学院，相继并入了湖南公
2018-12-08 17:23:22|1290700|哈尔滨铁道职业技术学院|理工类||公办|教育||1959||哈尔滨市|哈尔滨市平房区哈南第二大道20号|150060|0451-51893230,0451-51893286||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||学院始建于1959年，前身为哈尔滨铁路工程学校。2002年晋升为高职学院，是黑龙江省5所示范性高职院校之一。由黑龙江省人民政府与中国铁路工程总公司共建。2009年进入省级文明单位标兵，
2018-12-08 17:23:22|1010500|沧州师范学院|师范类||公办|教育||1958||沧州市|河北省沧州市运河区青海南大道16号|061001|0317-2159818,0317-2159817||||||||2019-03-28 00:00:16||河北省教育厅|河北省教育厅||沧州师范学院坐落于河北省东部渤海之滨、运河之畔的沧州市，秉承“明德博学知行日新”的校训，经过59年的建设和发展，学校已成为以教育类学科为主，涵盖文、理、工、管、艺术等多
2018-12-08 17:23:23|1347000|福州大学至诚学院|理工类||民办|教育||2003||福州市|福建省福州市鼓楼区杨桥西路50号|350002|0591-87893368||||||||2019-03-28 00:00:16||福建省教育厅|福建省教育厅||福州大学至诚学院是经国家教育部批准，于2003年7月,由国家“双一流”建设高校、国家“211工程”重点建设大学，福建省人民政府与国家教育部共建高校——福州大学为主体举办，并按新机
2018-12-08 17:23:24|1154500|电子科技大学中山学院|综合类||民办|教育||1986||中山市| 广东省中山市石岐区学院路一号|528402|0760-88888611,0760-88888612||||||||2019-03-28 12:19:29||广东省教育厅|广东省教育厅||电子科技大学中山学院为公办全日制普通本科院校，举办方为中山市人民政府，合作方为国家重点建设的“世界一流大学”A类高校电子科技大学。学校建校至今已有32年的办学历史。前身为1
2018-12-08 17:23:24|1085900|天津天狮学院|综合类||民办|教育||1999||天津市|天津市武清开发区源泉路15号|301700|022-82113117,022-82136122||||||||2019-03-28 00:00:16||天津市教育委员会|天津市教育委员会||一、学校概况创建于1999年的天津天狮学院(TianshiCollege)是一所创新型大学，是市属全日制综合类普通高等学校，由天狮集团有限公司投资兴办。学校致力于探索具有新时代特色的教育模式，
2018-12-08 17:23:22|1276400|四川建筑职业技术学院|理工类||公办|教育||1956||德阳市|四川省德阳市嘉陵江西路4号|618000|0838-2651228,0838-2651788,0838-2652947||||||||2019-03-28 12:19:29||四川省住房和城乡建设厅|四川省住房和城乡建设厅||四川建筑职业技术学院是公办全日制高职院校，隶属于四川省住房和城乡建设厅。学院源起于1956年成立的成都城市建设工程学校，1958年更名为成都建筑工程学校。1963年迁建至四川德阳，1980
2018-12-08 17:23:21|1074800|青海民族大学|民族类||公办|教育||1949||西宁市|青海省西宁市城东区八一中路3号|810007|0971-8808501,0971-8804611||||||||2019-03-28 12:19:29||青海省教育厅|青海省教育厅||青海民族大学坐落于全国文明城市—青海省省会西宁市，创建于1949年12月，是青藏高原建立最早的高校、新中国建校最早的民族院校之一、全国首批获得硕士学位授予权单位。学校已形成具
2018-12-08 17:23:25|1365500|南京航空航天大学金城学院|理工类||民办|教育||1999||南京市|南京市江宁区禄口街道航金大道88号|211156|025-87190011,025-87190800||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||南京航空航天大学金城学院是南京航空航天大学联合社会力量于1999年经原中国航空工业总公司和江苏省教育委员会批准成立的公有民办二级学院，2004年经教育部批准，学校改制为独立学院
2018-12-08 17:23:25|1390500|南京工业大学浦江学院|理工类||民办|教育||1998||南京市|南京市江宁区汤峰路96号（江宁校区）南京市溧水区励学路9号（溧水校区）|211134|025-57931196,025-57931197||||||||2019-03-28 12:19:29||江苏省教育厅|江苏省教育厅||南京工业大学浦江学院是1998年经江苏省教育委员会批准成立的公有民办二级学院，2005年经国家教育部正式批准设立独立学院，自2014年始，学生由首批入选国家“2011计划”的南京工业大学和
2018-12-08 17:23:24|1155700|昆明冶金高等专科学校|理工类||公办|教育||1952||昆明市|云南省昆明市学府路388号|650033|0871-66050925,0871-66051572||||||||2019-03-28 00:00:16||云南省教育厅|云南省教育厅||昆明冶金高等专科学校是一所历史悠久、特色鲜明，以工为主，工、管、文、商、艺并举的全日制公办普通高校，是国家示范性高等职业院校、云南省高水平高职院校建设项目院校、云南省
2018-12-08 17:23:23|1023500|大庆师范学院|师范类||公办|教育||1965||大庆市|黑龙江省大庆市让胡路区西佳路23号|163712|0459-5510088,0459-5510288||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||大庆师范学院坐落于有“绿色油化之都、天然百湖之城、北国温泉之乡”美誉的中国著名石油工业城市——大庆市。学校的前身是1965年创办的大庆师范学校。1980年经教育部批准升格为大庆
2018-12-08 17:23:23|9999997|中国信息大学|综合类||公办|教育||2000||北京市|北京市房山区中国信息大学招生办公室|102433|010-58103365,81303630||||||||2019-04-08 17:26:23||北京|北京||学校简介中国信息大学是由国家信息中心于1993年创办的，如今已发展成为一所民办高等教育学府。建校之初由国家信息中心主任王春正任学校名誉校长、国家信息中心常务副主任刘鹤担任董
2018-12-08 17:23:23|1374400|黑河学院|综合类||公办|教育||1958||黑河市|黑龙江省黑河市学院路1号|164399|0456-6842222,0456-6842888,0456-6842777||||||||2019-03-28 12:19:29||黑龙江省教育厅|黑龙江省教育厅||黑河学院始建于1958年，坐落于素有祖国北疆明珠之称的黑龙江省黑河市，是中俄4300多公里边境线上我国境内唯一一所普通高等本科院校。黑河学院历经黑河师范专科学校、齐齐哈尔大学黑
2018-12-08 17:23:24|1399500|青岛工学院|其他||民办|教育||2005||青岛市|山东省青岛胶州市福州南路236号|266300|0532-82285001,0532-82285000||||||||2019-03-28 12:19:29||山东省教育厅|山东省教育厅||一、办学历程青岛工学院前身为2005年建校的中国海洋大学青岛学院，是由中国海洋大学申办、新疆生产建设兵团下属的青岛伊力特德泰科教投资管理有限公司投资举办的独立学院。经教育部
2018-12-08 17:23:21|1020200|通化师范学院|师范类||公办|教育||1958||通化市|吉林省通化市育才路950号|134002|0435-3202077||||||||2019-03-28 12:19:29||吉林省教育厅|吉林省教育厅||通化师范学院是吉林省东南部唯一一所省属本科院校，坐落于长白山脚下、鸭绿江畔、中朝边境的通化市。根据教育事业发展需要，1958年通化师范学校改为通化师范专科学校，通化师范学校
2018-12-08 17:23:22|1263600|成都东软学院|理工类||民办|教育||2003||成都市|中国四川成都都江堰市青城山镇东软大道1号|611844|028-64888003,028-64888001,028-64888002||||||||2019-03-28 12:19:29||四川省教育厅|四川省教育厅||成都东软学院是经国家教育部批准设立，由东软出资举办的一所民办普通高等院校。2003年经四川省人民政府批准，设立成都东软信息技术职业学院，开展高职专科教育;2003年学校被教育部确
2018-12-08 17:23:23|1068400|曲靖师范学院|师范类||公办|教育||2000||曲靖市|云南省曲靖市麒麟区三江大道（校本部）云南省曲靖市麒麟西路328号（古城校区）|655011|0874-8998692,0874-8998620,0874-8965030||||||||2019-03-28 00:00:16||云南省教育厅|云南省教育厅||曲靖师范学院地处我国第三大河珠江的发源地、云南省第二大城市、爨文化的故乡、“全国十佳宜居城市”——曲靖市。学校2007年6月以“良好”成绩通过了教育部本科教学工作水平评估，20
2018-12-08 17:23:25|1398300|苏州大学文正学院|综合类||民办|教育||1998||苏州市|江苏省苏州市吴中区吴中大道1188号|215104|0512-66551901||||||||2019-03-28 00:00:16||江苏省教育厅|江苏省教育厅||苏州大学文正学院位于古城苏州西南的吴中区，东临越湖路，西傍吴山，北靠石湖和上方山国家森林公园，在校生8500多人。学院依山傍水，景色优美，环境优雅，是莘莘学子学习深造的理想
2018-12-08 17:23:23|1320100|沈阳工学院|理工类||民办|教育||1999||沈阳市|辽宁省抚顺市经济开发区滨河路（东段）1号|113122|024-56618811,024-56618855||||||||2019-04-18 10:52:02||辽宁省教育厅|辽宁省教育厅||沈阳工学院是经国家教育部批准的一所普通本科高等学校，创建于1999年。学校位于沈阳、抚顺两市接壤地带的沈抚新区，校园北依浑河，交通便利、环境优雅、景色宜人。学校办学始终坚持
